labels,WL,Normal,Alert,Warning,Danger,QueryCnt
10/03/2024 07:00,101.36,102.7,103.5,104.5,107.3,
10/03/2024 08:00,101.37,102.7,103.5,104.5,107.3,
10/03/2024 09:00,101.36,102.7,103.5,104.5,107.3,
10/03/2024 10:00,101.36,102.7,103.5,104.5,107.3,
10/03/2024 11:00,101.35,102.7,103.5,104.5,107.3,
10/03/2024 12:00,101.34,102.7,103.5,104.5,107.3,
10/03/2024 13:00,101.34,102.7,103.5,104.5,107.3,
10/03/2024 14:00,101.33,102.7,103.5,104.5,107.3,
10/03/2024 15:00,101.34,102.7,103.5,104.5,107.3,
10/03/2024 16:00,101.32,102.7,103.5,104.5,107.3,
10/03/2024 17:00,101.33,102.7,103.5,104.5,107.3,
10/03/2024 18:00,101.32,102.7,103.5,104.5,107.3,
10/03/2024 19:00,101.33,102.7,103.5,104.5,107.3,
10/03/2024 20:00,101.32,102.7,103.5,104.5,107.3,
10/03/2024 21:00,101.32,102.7,103.5,104.5,107.3,
10/03/2024 22:00,101.32,102.7,103.5,104.5,107.3,
10/03/2024 23:00,101.32,102.7,103.5,104.5,107.3,
11/03/2024 00:00,101.33,102.7,103.5,104.5,107.3,
11/03/2024 01:00,101.33,102.7,103.5,104.5,107.3,
11/03/2024 02:00,101.33,102.7,103.5,104.5,107.3,
11/03/2024 03:00,101.33,102.7,103.5,104.5,107.3,
11/03/2024 04:00,101.33,102.7,103.5,104.5,107.3,
11/03/2024 05:00,101.33,102.7,103.5,104.5,107.3,
11/03/2024 06:00,101.33,102.7,103.5,104.5,107.3,
11/03/2024 07:00,101.34,102.7,103.5,104.5,107.3,
11/03/2024 08:00,101.33,102.7,103.5,104.5,107.3,
11/03/2024 09:00,101.33,102.7,103.5,104.5,107.3,
11/03/2024 10:00,101.33,102.7,103.5,104.5,107.3,
11/03/2024 11:00,101.31,102.7,103.5,104.5,107.3,
11/03/2024 12:00,101.32,102.7,103.5,104.5,107.3,
11/03/2024 13:00,101.3,102.7,103.5,104.5,107.3,
11/03/2024 14:00,101.31,102.7,103.5,104.5,107.3,
11/03/2024 15:00,101.31,102.7,103.5,104.5,107.3,
11/03/2024 16:00,101.3,102.7,103.5,104.5,107.3,
11/03/2024 17:00,101.31,102.7,103.5,104.5,107.3,
11/03/2024 18:00,101.3,102.7,103.5,104.5,107.3,
11/03/2024 19:00,101.3,102.7,103.5,104.5,107.3,
11/03/2024 20:00,101.31,102.7,103.5,104.5,107.3,
11/03/2024 21:00,101.3,102.7,103.5,104.5,107.3,
11/03/2024 22:00,101.29,102.7,103.5,104.5,107.3,
11/03/2024 23:00,101.3,102.7,103.5,104.5,107.3,
12/03/2024 00:00,101.31,102.7,103.5,104.5,107.3,
12/03/2024 01:00,101.3,102.7,103.5,104.5,107.3,
12/03/2024 02:00,101.3,102.7,103.5,104.5,107.3,
12/03/2024 03:00,101.31,102.7,103.5,104.5,107.3,
12/03/2024 04:00,101.3,102.7,103.5,104.5,107.3,
12/03/2024 05:00,101.31,102.7,103.5,104.5,107.3,
12/03/2024 06:00,101.3,102.7,103.5,104.5,107.3,
12/03/2024 07:00,101.31,102.7,103.5,104.5,107.3,
12/03/2024 08:00,101.3,102.7,103.5,104.5,107.3,
12/03/2024 09:00,101.31,102.7,103.5,104.5,107.3,
12/03/2024 10:00,101.3,102.7,103.5,104.5,107.3,
12/03/2024 11:00,101.3,102.7,103.5,104.5,107.3,
12/03/2024 12:00,101.3,102.7,103.5,104.5,107.3,
12/03/2024 13:00,101.29,102.7,103.5,104.5,107.3,
12/03/2024 14:00,,102.7,103.5,104.5,107.3,
12/03/2024 15:00,101.28,102.7,103.5,104.5,107.3,
12/03/2024 16:00,101.27,102.7,103.5,104.5,107.3,
12/03/2024 17:00,101.27,102.7,103.5,104.5,107.3,
12/03/2024 18:00,101.27,102.7,103.5,104.5,107.3,
12/03/2024 19:00,101.28,102.7,103.5,104.5,107.3,
12/03/2024 20:00,101.28,102.7,103.5,104.5,107.3,
12/03/2024 21:00,101.27,102.7,103.5,104.5,107.3,
12/03/2024 22:00,101.27,102.7,103.5,104.5,107.3,
12/03/2024 23:00,101.27,102.7,103.5,104.5,107.3,
13/03/2024 00:00,101.27,102.7,103.5,104.5,107.3,
13/03/2024 01:00,101.28,102.7,103.5,104.5,107.3,
13/03/2024 02:00,101.28,102.7,103.5,104.5,107.3,
13/03/2024 03:00,101.27,102.7,103.5,104.5,107.3,
13/03/2024 04:00,101.27,102.7,103.5,104.5,107.3,
13/03/2024 05:00,101.28,102.7,103.5,104.5,107.3,
13/03/2024 06:00,101.27,102.7,103.5,104.5,107.3,
13/03/2024 07:00,101.28,102.7,103.5,104.5,107.3,
13/03/2024 08:00,101.27,102.7,103.5,104.5,107.3,
13/03/2024 09:00,101.28,102.7,103.5,104.5,107.3,
13/03/2024 10:00,101.27,102.7,103.5,104.5,107.3,
13/03/2024 11:00,101.27,102.7,103.5,104.5,107.3,
13/03/2024 12:00,101.26,102.7,103.5,104.5,107.3,
13/03/2024 13:00,101.25,102.7,103.5,104.5,107.3,
13/03/2024 14:00,101.24,102.7,103.5,104.5,107.3,
13/03/2024 15:00,101.24,102.7,103.5,104.5,107.3,
13/03/2024 16:00,101.24,102.7,103.5,104.5,107.3,
13/03/2024 17:00,101.23,102.7,103.5,104.5,107.3,
13/03/2024 18:00,101.24,102.7,103.5,104.5,107.3,
13/03/2024 19:00,101.25,102.7,103.5,104.5,107.3,
13/03/2024 20:00,101.25,102.7,103.5,104.5,107.3,
13/03/2024 21:00,101.25,102.7,103.5,104.5,107.3,
13/03/2024 22:00,101.24,102.7,103.5,104.5,107.3,
13/03/2024 23:00,101.24,102.7,103.5,104.5,107.3,
14/03/2024 00:00,101.24,102.7,103.5,104.5,107.3,
14/03/2024 01:00,101.25,102.7,103.5,104.5,107.3,
14/03/2024 02:00,101.24,102.7,103.5,104.5,107.3,
14/03/2024 03:00,101.24,102.7,103.5,104.5,107.3,
14/03/2024 04:00,101.24,102.7,103.5,104.5,107.3,
14/03/2024 05:00,101.24,102.7,103.5,104.5,107.3,
14/03/2024 06:00,101.24,102.7,103.5,104.5,107.3,
14/03/2024 07:00,101.24,102.7,103.5,104.5,107.3,
14/03/2024 08:00,101.24,102.7,103.5,104.5,107.3,
14/03/2024 09:00,101.25,102.7,103.5,104.5,107.3,
14/03/2024 10:00,101.24,102.7,103.5,104.5,107.3,
14/03/2024 11:00,101.24,102.7,103.5,104.5,107.3,
14/03/2024 12:00,101.23,102.7,103.5,104.5,107.3,
14/03/2024 13:00,101.22,102.7,103.5,104.5,107.3,
14/03/2024 14:00,101.22,102.7,103.5,104.5,107.3,
14/03/2024 15:00,101.21,102.7,103.5,104.5,107.3,
14/03/2024 16:00,101.21,102.7,103.5,104.5,107.3,
14/03/2024 17:00,101.2,102.7,103.5,104.5,107.3,
14/03/2024 18:00,101.21,102.7,103.5,104.5,107.3,
14/03/2024 19:00,101.21,102.7,103.5,104.5,107.3,
14/03/2024 20:00,101.21,102.7,103.5,104.5,107.3,
14/03/2024 21:00,101.22,102.7,103.5,104.5,107.3,
14/03/2024 22:00,101.21,102.7,103.5,104.5,107.3,
14/03/2024 23:00,101.21,102.7,103.5,104.5,107.3,
15/03/2024 00:00,101.21,102.7,103.5,104.5,107.3,
15/03/2024 01:00,101.21,102.7,103.5,104.5,107.3,
15/03/2024 02:00,101.22,102.7,103.5,104.5,107.3,
15/03/2024 03:00,101.21,102.7,103.5,104.5,107.3,
15/03/2024 04:00,101.21,102.7,103.5,104.5,107.3,
15/03/2024 05:00,101.22,102.7,103.5,104.5,107.3,
15/03/2024 06:00,101.22,102.7,103.5,104.5,107.3,
15/03/2024 07:00,101.24,102.7,103.5,104.5,107.3,
15/03/2024 08:00,101.24,102.7,103.5,104.5,107.3,
15/03/2024 09:00,101.23,102.7,103.5,104.5,107.3,
15/03/2024 10:00,101.23,102.7,103.5,104.5,107.3,
15/03/2024 11:00,101.22,102.7,103.5,104.5,107.3,
15/03/2024 12:00,101.22,102.7,103.5,104.5,107.3,
15/03/2024 13:00,101.2,102.7,103.5,104.5,107.3,
15/03/2024 14:00,101.19,102.7,103.5,104.5,107.3,
15/03/2024 15:00,101.19,102.7,103.5,104.5,107.3,
15/03/2024 16:00,101.19,102.7,103.5,104.5,107.3,
15/03/2024 17:00,101.19,102.7,103.5,104.5,107.3,
15/03/2024 18:00,101.2,102.7,103.5,104.5,107.3,
15/03/2024 19:00,101.21,102.7,103.5,104.5,107.3,
15/03/2024 20:00,101.2,102.7,103.5,104.5,107.3,
15/03/2024 21:00,101.2,102.7,103.5,104.5,107.3,
15/03/2024 22:00,101.19,102.7,103.5,104.5,107.3,
15/03/2024 23:00,101.19,102.7,103.5,104.5,107.3,
16/03/2024 00:00,101.2,102.7,103.5,104.5,107.3,
16/03/2024 01:00,101.2,102.7,103.5,104.5,107.3,
16/03/2024 02:00,101.2,102.7,103.5,104.5,107.3,
16/03/2024 03:00,101.2,102.7,103.5,104.5,107.3,
16/03/2024 04:00,101.2,102.7,103.5,104.5,107.3,
16/03/2024 05:00,101.19,102.7,103.5,104.5,107.3,
16/03/2024 06:00,101.19,102.7,103.5,104.5,107.3,
16/03/2024 07:00,101.2,102.7,103.5,104.5,107.3,
16/03/2024 08:00,101.19,102.7,103.5,104.5,107.3,
16/03/2024 09:00,101.19,102.7,103.5,104.5,107.3,
16/03/2024 10:00,101.18,102.7,103.5,104.5,107.3,
16/03/2024 11:00,101.17,102.7,103.5,104.5,107.3,
16/03/2024 12:00,101.16,102.7,103.5,104.5,107.3,
16/03/2024 13:00,101.17,102.7,103.5,104.5,107.3,
16/03/2024 14:00,,102.7,103.5,104.5,107.3,
16/03/2024 15:00,101.16,102.7,103.5,104.5,107.3,
16/03/2024 16:00,101.16,102.7,103.5,104.5,107.3,
16/03/2024 17:00,101.16,102.7,103.5,104.5,107.3,
16/03/2024 18:00,101.17,102.7,103.5,104.5,107.3,
16/03/2024 19:00,101.16,102.7,103.5,104.5,107.3,
16/03/2024 20:00,101.17,102.7,103.5,104.5,107.3,
16/03/2024 21:00,101.17,102.7,103.5,104.5,107.3,
16/03/2024 22:00,101.17,102.7,103.5,104.5,107.3,
16/03/2024 23:00,101.17,102.7,103.5,104.5,107.3,
17/03/2024 00:00,101.17,102.7,103.5,104.5,107.3,
17/03/2024 01:00,101.16,102.7,103.5,104.5,107.3,
17/03/2024 02:00,101.16,102.7,103.5,104.5,107.3,
17/03/2024 03:00,101.16,102.7,103.5,104.5,107.3,
17/03/2024 04:00,101.17,102.7,103.5,104.5,107.3,
17/03/2024 05:00,101.16,102.7,103.5,104.5,107.3,
17/03/2024 06:00,101.17,102.7,103.5,104.5,107.3,
17/03/2024 07:00,101.16,102.7,103.5,104.5,107.3,
17/03/2024 07:00,101.16,102.7,103.5,104.5,107.3,
17/03/2024 08:00,101.16,102.7,103.5,104.5,107.3,
17/03/2024 08:00,101.16,102.7,103.5,104.5,107.3,
17/03/2024 09:00,101.16,102.7,103.5,104.5,107.3,
17/03/2024 10:00,101.16,102.7,103.5,104.5,107.3,
17/03/2024 11:00,101.16,102.7,103.5,104.5,107.3,
17/03/2024 12:00,101.16,102.7,103.5,104.5,107.3,
17/03/2024 13:00,101.15,102.7,103.5,104.5,107.3,
17/03/2024 14:00,101.14,102.7,103.5,104.5,107.3,
17/03/2024 15:00,101.13,102.7,103.5,104.5,107.3,
17/03/2024 16:00,101.14,102.7,103.5,104.5,107.3,
17/03/2024 17:00,101.12,102.7,103.5,104.5,107.3,
17/03/2024 18:00,101.13,102.7,103.5,104.5,107.3,
17/03/2024 19:00,101.14,102.7,103.5,104.5,107.3,
17/03/2024 20:00,101.13,102.7,103.5,104.5,107.3,
17/03/2024 21:00,101.14,102.7,103.5,104.5,107.3,
17/03/2024 22:00,101.14,102.7,103.5,104.5,107.3,
17/03/2024 23:00,101.14,102.7,103.5,104.5,107.3,
18/03/2024 00:00,101.14,102.7,103.5,104.5,107.3,
18/03/2024 01:00,101.13,102.7,103.5,104.5,107.3,
18/03/2024 02:00,101.13,102.7,103.5,104.5,107.3,
18/03/2024 03:00,101.14,102.7,103.5,104.5,107.3,
18/03/2024 04:00,101.13,102.7,103.5,104.5,107.3,
18/03/2024 05:00,101.13,102.7,103.5,104.5,107.3,
18/03/2024 06:00,101.14,102.7,103.5,104.5,107.3,
18/03/2024 07:00,101.13,102.7,103.5,104.5,107.3,
18/03/2024 08:00,101.14,102.7,103.5,104.5,107.3,
18/03/2024 09:00,101.14,102.7,103.5,104.5,107.3,
18/03/2024 10:00,101.13,102.7,103.5,104.5,107.3,
18/03/2024 11:00,101.12,102.7,103.5,104.5,107.3,
18/03/2024 12:00,101.12,102.7,103.5,104.5,107.3,
18/03/2024 13:00,101.1,102.7,103.5,104.5,107.3,
18/03/2024 14:00,101.09,102.7,103.5,104.5,107.3,
18/03/2024 15:00,101.09,102.7,103.5,104.5,107.3,
18/03/2024 16:00,101.1,102.7,103.5,104.5,107.3,
18/03/2024 17:00,101.1,102.7,103.5,104.5,107.3,
18/03/2024 18:00,101.1,102.7,103.5,104.5,107.3,
18/03/2024 19:00,101.1,102.7,103.5,104.5,107.3,
18/03/2024 20:00,101.09,102.7,103.5,104.5,107.3,
18/03/2024 21:00,101.1,102.7,103.5,104.5,107.3,
18/03/2024 22:00,101.09,102.7,103.5,104.5,107.3,
18/03/2024 23:00,101.1,102.7,103.5,104.5,107.3,
19/03/2024 00:00,101.09,102.7,103.5,104.5,107.3,
19/03/2024 01:00,101.09,102.7,103.5,104.5,107.3,
19/03/2024 02:00,101.09,102.7,103.5,104.5,107.3,
19/03/2024 03:00,101.09,102.7,103.5,104.5,107.3,
19/03/2024 04:00,101.09,102.7,103.5,104.5,107.3,
19/03/2024 05:00,101.09,102.7,103.5,104.5,107.3,
19/03/2024 06:00,101.09,102.7,103.5,104.5,107.3,
19/03/2024 07:00,101.1,102.7,103.5,104.5,107.3,
19/03/2024 08:00,101.09,102.7,103.5,104.5,107.3,
19/03/2024 09:00,101.1,102.7,103.5,104.5,107.3,
19/03/2024 10:00,101.09,102.7,103.5,104.5,107.3,
19/03/2024 11:00,101.08,102.7,103.5,104.5,107.3,
19/03/2024 12:00,101.07,102.7,103.5,104.5,107.3,
19/03/2024 13:00,101.07,102.7,103.5,104.5,107.3,
19/03/2024 14:00,101.06,102.7,103.5,104.5,107.3,
19/03/2024 15:00,101.07,102.7,103.5,104.5,107.3,
19/03/2024 16:00,101.07,102.7,103.5,104.5,107.3,
19/03/2024 17:00,101.07,102.7,103.5,104.5,107.3,
19/03/2024 18:00,101.06,102.7,103.5,104.5,107.3,
19/03/2024 19:00,101.07,102.7,103.5,104.5,107.3,
19/03/2024 20:00,101.07,102.7,103.5,104.5,107.3,
19/03/2024 21:00,101.07,102.7,103.5,104.5,107.3,
19/03/2024 22:00,101.07,102.7,103.5,104.5,107.3,
19/03/2024 23:00,101.07,102.7,103.5,104.5,107.3,
20/03/2024 00:00,101.07,102.7,103.5,104.5,107.3,
20/03/2024 01:00,101.07,102.7,103.5,104.5,107.3,
20/03/2024 02:00,101.06,102.7,103.5,104.5,107.3,
20/03/2024 03:00,101.06,102.7,103.5,104.5,107.3,
20/03/2024 04:00,101.07,102.7,103.5,104.5,107.3,
20/03/2024 05:00,101.06,102.7,103.5,104.5,107.3,
20/03/2024 06:00,101.06,102.7,103.5,104.5,107.3,
20/03/2024 07:00,101.07,102.7,103.5,104.5,107.3,
20/03/2024 08:00,101.07,102.7,103.5,104.5,107.3,
20/03/2024 09:00,101.06,102.7,103.5,104.5,107.3,
20/03/2024 10:00,101.05,102.7,103.5,104.5,107.3,
20/03/2024 11:00,101.04,102.7,103.5,104.5,107.3,
20/03/2024 12:00,101.04,102.7,103.5,104.5,107.3,
20/03/2024 13:00,101.03,102.7,103.5,104.5,107.3,
20/03/2024 14:00,101.03,102.7,103.5,104.5,107.3,
20/03/2024 15:00,101.03,102.7,103.5,104.5,107.3,
20/03/2024 16:00,101.03,102.7,103.5,104.5,107.3,
20/03/2024 17:00,101.03,102.7,103.5,104.5,107.3,
20/03/2024 18:00,101.04,102.7,103.5,104.5,107.3,
20/03/2024 19:00,101.04,102.7,103.5,104.5,107.3,
